expiration,strike,right,gamma,iv,openInterest,volume,impliedVolatility,gex
20260731,280.0,P,-1.276927139924865e-15,0.500005,161,26,0.500005,-8.189797388781453e-09
20260731,290.0,P,-3.990661499905842e-13,0.500005,2352,194,0.500005,-3.739068078839792e-05
20260731,300.0,P,-5.8098111824475486e-11,0.500005,2338,734,0.500005,-0.005411126526654797
20260731,305.0,P,-5.379448939380446e-10,0.500005,949,634,0.500005,-0.020336919338682775
20260731,310.0,P,-4.21941054745469e-09,0.500005,977,327,0.500005,-0.1642205536376379
20260731,315.0,P,-2.8242587620853654e-08,0.500005,1123,629,0.500005,-1.2634713693213153
20260731,320.0,P,-1.6244906199538064e-07,0.500005,1124,207,0.500005,-7.273855735079946
20260731,322.5,P,-3.6883474200488907e-07,0.500005,68,35,0.500005,-0.9991297690987558
20260731,325.0,P,-8.082477532441758e-07,0.500005,1155,276,0.500005,-37.18841376189228
20260731,327.5,P,-1.7107552753795909e-06,0.500005,734,667,0.500005,-50.02246762903773
20260731,330.0,P,-3.5001410351103756e-06,0.500005,2807,706,0.500005,-391.3894553502799
20260731,332.5,P,-5.616043614278303e-16,0.2500075,152,147,0.2500075,-3.4005974425278567e-09
20260731,335.0,P,-7.479538568046084e-15,0.2500075,1420,1601,0.2500075,-4.23101255823658e-07
20260731,337.5,P,-8.771066497272407e-14,0.2500075,173,51,0.2500075,-6.044768467788588e-07
20260731,340.0,P,-9.080796050774228e-13,0.2500075,2675,828,0.2500075,-9.676735540482797e-05
20260731,342.5,P,-8.32184213555032e-12,0.2500075,549,622,0.2500075,-0.0001820006678022222
20260731,345.0,P,-6.767677004397808e-11,0.2500075,1376,611,0.2500075,-0.00370970368326248
20260731,347.5,P,-4.896168450162968e-10,0.2500075,153,105,0.2500075,-0.0029842070081575896
20260731,350.0,P,-3.1587406448772957e-09,0.2500075,5829,2386,0.2500075,-0.7334815398565244
20260731,352.5,P,-1.8215034921795244e-08,0.2500075,407,205,0.2500075,-0.2953286508957083
20260731,355.0,P,-9.410139747833516e-08,0.2500075,1683,891,0.2500075,-6.309011994985918
20260731,357.5,P,-4.3649438104693205e-07,0.2500075,254,135,0.2500075,-4.416655628015265
20260731,360.0,P,-1.821880695684395e-06,0.2500075,4306,29,0.2500075,-312.51806287546617
20260731,362.5,P,-6.857068899888741e-06,0.2500075,388,394,0.2500075,-105.98670799121585
20260731,365.0,P,-7.843178796304665e-15,0.12500875,2335,2357,0.12500875,-7.295585717132511e-07
20260731,367.5,P,-6.976588822820613e-13,0.12500875,414,140,0.12500875,-1.1506006976446838e-05
20260731,370.0,P,-4.2037173217854946e-11,0.12500875,5185,1797,0.12500875,-0.00868287260402637
20260731,372.5,P,-1.7289727388345404e-09,0.12500875,293,391,0.12500875,-0.020180732700884742
20260731,375.0,P,-4.890477628332531e-08,0.12500875,1617,1033,0.12500875,-3.150231432478475
20260731,377.5,P,-9.582721497257193e-07,0.12500875,493,430,0.12500875,-18.81988432547083
20260731,380.0,P,-1.3100593295307934e-05,0.12500875,3131,1526,0.12500875,-1634.0118281789223
20260731,382.5,P,-7.758875707558308e-13,0.062509375,1660,1023,0.062509375,-5.130834979482184e-05
20260731,385.0,P,-1.6347762689544852e-09,0.062509375,2002,926,0.062509375,-0.1303777740099718
20260731,387.5,P,-8.856143941039454e-07,0.062509375,856,603,0.062509375,-30.199489065659595
20260731,390.0,P,-0.0001265866861302748,0.062509375,1558,1792,0.062509375,-7856.636280721038
20260731,392.5,P,-2.140183847189273e-07,0.0312596875,474,432,0.0312596875,-4.041202264406426
20260731,395.0,P,-2.853948804100602e-09,0.015634843750000002,1554,233,0.015634843750000002,-0.17667632487360607
20260731,397.5,P,-0.002789133225437763,0.007822421875,619,49,0.007822421875,-68776.6585640495
20260731,400.0,P,-0.0,1.0000000000000003e-05,1155,285,1.0000000000000003e-05,-0.0
20260731,402.5,P,-0.0,1.0000000000000003e-05,427,344,1.0000000000000003e-05,-0.0
20260731,405.0,P,-0.0,1.0000000000000003e-05,405,115,1.0000000000000003e-05,-0.0
20260731,407.5,P,-0.0,1.0000000000000003e-05,31,30,1.0000000000000003e-05,-0.0
20260731,410.0,P,-0.0,1.0000000000000003e-05,361,133,1.0000000000000003e-05,-0.0
20260731,412.5,P,-0.0,1.0000000000000003e-05,22,1,1.0000000000000003e-05,-0.0
20260731,415.0,P,-0.0,1.0000000000000003e-05,146,16,1.0000000000000003e-05,-0.0
20260731,417.5,P,-0.0,1.0000000000000003e-05,15,0,1.0000000000000003e-05,-0.0
20260731,420.0,P,-0.0,1.0000000000000003e-05,516,304,1.0000000000000003e-05,-0.0
20260731,422.5,P,-0.0,1.0000000000000003e-05,75,15,1.0000000000000003e-05,-0.0
20260731,425.0,P,-0.0,1.0000000000000003e-05,131,30,1.0000000000000003e-05,-0.0
20260731,427.5,P,-0.0,1.0000000000000003e-05,5,0,1.0000000000000003e-05,-0.0
20260731,430.0,P,-0.0,1.0000000000000003e-05,183,53,1.0000000000000003e-05,-0.0
20260731,432.5,P,-0.0,1.0000000000000003e-05,11,1,1.0000000000000003e-05,-0.0
20260731,435.0,P,-0.0,1.0000000000000003e-05,142,8,1.0000000000000003e-05,-0.0
20260731,437.5,P,-0.0,1.0000000000000003e-05,45,4,1.0000000000000003e-05,-0.0
20260731,440.0,P,-0.0,1.0000000000000003e-05,39,12,1.0000000000000003e-05,-0.0
20260731,442.5,P,-0.0,1.0000000000000003e-05,2,1,1.0000000000000003e-05,-0.0
20260731,445.0,P,-0.0,1.0000000000000003e-05,46,21,1.0000000000000003e-05,-0.0
20260731,447.5,P,-0.0,1.0000000000000003e-05,25,0,1.0000000000000003e-05,-0.0
20260731,450.0,P,-0.0,1.0000000000000003e-05,218,44,1.0000000000000003e-05,-0.0
20260731,455.0,P,-0.0,1.0000000000000003e-05,6,2,1.0000000000000003e-05,-0.0
20260731,457.5,P,-0.0,1.0000000000000003e-05,10,0,1.0000000000000003e-05,-0.0
20260731,460.0,P,-0.0,1.0000000000000003e-05,80,3,1.0000000000000003e-05,-0.0
20260731,465.0,P,-0.0,1.0000000000000003e-05,26,15,1.0000000000000003e-05,-0.0
20260731,470.0,P,-0.0,1.0000000000000003e-05,16,5,1.0000000000000003e-05,-0.0
20260731,472.5,P,-0.0,1.0000000000000003e-05,25,0,1.0000000000000003e-05,-0.0
20260731,475.0,P,-0.0,1.0000000000000003e-05,9,3,1.0000000000000003e-05,-0.0
20260731,480.0,P,-0.0,1.0000000000000003e-05,0,2,1.0000000000000003e-05,-0.0
20260731,485.0,P,-0.0,1.0000000000000003e-05,1,1,1.0000000000000003e-05,-0.0
20260731,495.0,P,-0.0,1.0000000000000003e-05,0,2,1.0000000000000003e-05,-0.0
20260731,500.0,P,-0.0,1.0000000000000003e-05,0,1,1.0000000000000003e-05,-0.0
20260731,510.0,P,-0.0,1.0000000000000003e-05,0,3,1.0000000000000003e-05,-0.0
20260731,515.0,P,-0.0,1.0000000000000003e-05,0,0,1.0000000000000003e-05,-0.0
20260731,520.0,P,-0.0,1.0000000000000003e-05,0,1,1.0000000000000003e-05,-0.0
20260731,530.0,P,-0.002313577633192572,2.538822012329101,0,0,2.538822012329101,-0.0
20260731,535.0,P,-0.0,1.0000000000000003e-05,0,0,1.0000000000000003e-05,-0.0
20260731,540.0,P,-0.0,1.0000000000000003e-05,0,2,1.0000000000000003e-05,-0.0
20260731,545.0,P,-0.0,1.0000000000000003e-05,0,0,1.0000000000000003e-05,-0.0
20260731,550.0,P,-0.0,1.0000000000000003e-05,0,1,1.0000000000000003e-05,-0.0
20260803,300.0,C,0.0,1.0000000000000003e-05,0,0,1.0000000000000003e-05,0.0
20260803,305.0,C,0.0,1.0000000000000003e-05,1,2,1.0000000000000003e-05,0.0
20260803,310.0,C,0.0,1.0000000000000003e-05,1,2,1.0000000000000003e-05,0.0
20260803,315.0,C,0.0,1.0000000000000003e-05,2,2,1.0000000000000003e-05,0.0
20260803,320.0,C,0.0,1.0000000000000003e-05,1,2,1.0000000000000003e-05,0.0
20260803,322.5,C,0.0,1.0000000000000003e-05,1,0,1.0000000000000003e-05,0.0
20260803,340.0,C,0.0,1.0000000000000003e-05,2,2,1.0000000000000003e-05,0.0
20260803,345.0,C,0.0,1.0000000000000003e-05,9,2,1.0000000000000003e-05,0.0
20260803,347.5,C,0.0,1.0000000000000003e-05,8,2,1.0000000000000003e-05,0.0
20260803,350.0,C,0.0,1.0000000000000003e-05,5,6,1.0000000000000003e-05,0.0
20260803,360.0,C,0.0,1.0000000000000003e-05,15,0,1.0000000000000003e-05,0.0
20260803,362.5,C,0.0,1.0000000000000003e-05,5,1,1.0000000000000003e-05,0.0
20260803,365.0,C,0.0,1.0000000000000003e-05,14,0,1.0000000000000003e-05,0.0
20260803,367.5,C,0.0,1.0000000000000003e-05,7,4,1.0000000000000003e-05,0.0
20260803,370.0,C,0.0,1.0000000000000003e-05,19,4,1.0000000000000003e-05,0.0
20260803,372.5,C,0.0,1.0000000000000003e-05,6,10,1.0000000000000003e-05,0.0
20260803,375.0,C,0.0,1.0000000000000003e-05,21,5,1.0000000000000003e-05,0.0
20260803,377.5,C,0.0,1.0000000000000003e-05,8,3,1.0000000000000003e-05,0.0
20260803,380.0,C,0.0,1.0000000000000003e-05,83,48,1.0000000000000003e-05,0.0
20260803,382.5,C,0.0,1.0000000000000003e-05,116,112,1.0000000000000003e-05,0.0
20260803,385.0,C,0.0,1.0000000000000003e-05,370,502,1.0000000000000003e-05,0.0
20260803,387.5,C,0.0,1.0000000000000003e-05,288,171,1.0000000000000003e-05,0.0
20260803,390.0,C,0.0,1.0000000000000003e-05,1516,420,1.0000000000000003e-05,0.0
20260803,392.5,C,0.0,1.0000000000000003e-05,1670,161,1.0000000000000003e-05,0.0
20260803,395.0,C,0.0,1.0000000000000003e-05,188,206,1.0000000000000003e-05,0.0
20260803,397.5,C,0.0,1.0000000000000003e-05,172,96,1.0000000000000003e-05,0.0
20260803,400.0,C,0.002804698956681143,0.007822421875,417,330,0.007822421875,46591.15448277652
20260803,402.5,C,4.453406590330822e-06,0.015634843750000002,91,41,0.015634843750000002,16.144139583088236
20260803,405.0,C,0.0001000816244094487,0.0312596875,452,483,0.0312596875,1802.079492939071
20260803,407.5,C,7.092355009927508e-08,0.0312596875,51,53,0.0312596875,0.14409264264769311
20260803,410.0,C,0.0002676345389937444,0.062509375,243,164,0.062509375,2590.774401456774
20260803,412.5,C,1.4049741665754236e-05,0.062509375,26,11,0.062509375,14.552005523831562
20260803,415.0,C,4.245437285822286e-07,0.062509375,225,118,0.062509375,3.805275561541305
20260803,417.5,C,7.458791594440864e-09,0.062509375,51,42,0.062509375,0.015153739347466331
20260803,420.0,C,7.69439883960427e-11,0.062509375,163,116,0.062509375,0.0004996241963315296
20260803,422.5,C,8.886416122091034e-05,0.12500875,125,33,0.12500875,442.5046339619234
20260803,425.0,C,2.1900558093246645e-05,0.12500875,349,331,0.12500875,304.4821048219303
20260803,427.5,C,4.757986262913497e-06,0.12500875,54,62,0.12500875,10.235241816268458
20260803,430.0,C,9.132893228058828e-07,0.12500875,229,122,0.12500875,8.33153507048059
20260803,432.5,C,1.5522711162920175e-07,0.12500875,64,57,0.12500875,0.39575709957297406
20260803,435.0,C,2.3411929205510123e-08,0.12500875,164,36,0.12500875,0.15295448436886308
20260803,437.5,C,3.1400303494911082e-09,0.12500875,12,6,0.12500875,0.0015010537914128
20260803,440.0,C,3.752794377594534e-10,0.12500875,133,98,0.12500875,0.001988325921124145
20260803,442.5,C,4.00477765736822e-11,0.12500875,24,26,0.12500875,3.8288717096840014e-05
20260803,445.0,C,3.82353315904948e-12,0.12500875,39,26,0.12500875,5.940330823305664e-06
20260803,447.5,C,3.27232437351846e-13,0.12500875,41,2,0.12500875,5.344675815111594e-07
20260803,450.0,C,2.6025118612002235e-05,0.2500075,1484,79,0.2500075,1538.5364244630582
20260803,452.5,C,1.3373236256737304e-05,0.2500075,46,34,0.2500075,24.506174001758872
20260803,455.0,C,6.695864912562264e-06,0.2500075,218,209,0.2500075,58.149279898977625
20260803,457.5,C,3.2681130717545223e-06,0.2500075,13,16,0.2500075,1.6924723814886207
20260803,460.0,C,1.555598850933906e-06,0.2500075,72,67,0.2500075,4.461812071638411
20260803,465.0,C,3.2746866688708647e-07,0.2500075,30,14,0.2500075,0.391356156859614
20260803,467.5,C,1.4494471862806282e-07,0.2500075,11,21,0.2500075,0.06351499156287173
20260803,470.0,C,6.267112053430447e-08,0.2500075,49,8,0.2500075,0.12233330356616515
20260803,472.5,C,2.648113585894391e-08,0.2500075,7,1,0.2500075,0.007384410199490343
20260803,475.0,C,1.0939012540246619e-08,0.2500075,39,6,0.2500075,0.016995106532699294
20260803,477.5,C,4.419335373748068e-09,0.2500075,38,1,0.2500075,0.006689932273421194
20260803,480.0,C,1.746766565445942e-09,0.2500075,17,16,0.2500075,0.0011829460978355294
20260803,482.5,C,6.757257046947121e-10,0.2500075,3,8,0.2500075,8.075563912554754e-05
20260803,485.0,C,2.5592881253263925e-10,0.2500075,17,13,0.2500075,0.00017332023413894204
20260803,487.5,C,9.493658508065466e-11,0.2500075,9,2,0.2500075,3.403747060968591e-05
20260803,490.0,C,3.450351098266281e-11,0.2500075,6,3,0.2500075,8.246994489396073e-06
20260803,492.5,C,1.2290086720637126e-11,0.2500075,10,1,0.2500075,4.89594027644623e-06
20260803,495.0,C,4.291928659093903e-12,0.2500075,8,1,0.2500075,1.3678032946932615e-06
20260803,500.0,C,4.93886693924931e-13,0.2500075,57,50,0.2500075,1.1214588576130694e-06
20260803,502.5,C,1.6284672641834107e-13,0.2500075,3,0,0.2500075,1.9461730373802713e-08
20260803,505.0,C,5.270909942798091e-14,0.2500075,13,10,0.2500075,2.7296697842557413e-08
20260803,510.0,C,5.229791055118152e-15,0.2500075,32,0,0.2500075,6.666770120319887e-09
20260803,520.0,C,3.2972626656357814e-06,0.500005,1,0,0.500005,0.13135140095961673
20260803,525.0,C,1.7643975922089628e-06,0.500005,1,0,0.500005,0.07028742295898782
20260803,300.0,P,-7.290412005181127e-07,0.500005,16,3,0.500005,-0.46467918515976797
20260803,305.0,P,-2.2305341645319895e-06,0.500005,1,0,0.500005,-0.08885667206712258
20260803,310.0,P,-6.280529755954546e-06,0.500005,2,2,0.500005,-0.5003886349795069
20260803,315.0,P,-5.333321164144883e-14,0.2500075,2,3,0.2500075,-4.249216866942724e-09
20260803,320.0,P,-1.759265745472982e-12,0.2500075,8,2,0.2500075,-5.606639052120119e-07
20260803,322.5,P,-9.055739146820954e-12,0.2500075,40,26,0.2500075,-1.4429957747153507e-05
20260803,325.0,P,-4.342286055417977e-11,0.2500075,83,68,0.2500075,-0.00014357462359109995
20260803,327.5,P,-1.9425856784882745e-10,0.2500075,31,36,0.2500075,-0.00023989601870052965
20260803,330.0,P,-8.120003543467816e-10,0.2500075,89,26,0.2500075,-0.002878905367744016
20260803,332.5,P,-3.175967912091958e-09,0.2500075,17,13,0.2500075,-0.0021508305246848423
20260803,335.0,P,-1.163998740120518e-08,0.2500075,90,32,0.2500075,-0.04173267120668415
20260803,337.5,P,-4.0029646975947836e-08,0.2500075,4,9,0.2500075,-0.006378563970663575
20260803,340.0,P,-1.2934343408579656e-07,0.2500075,308,13,0.2500075,-1.5869975923792412
20260803,342.5,P,-3.931928821904894e-07,0.2500075,44,3,0.2500075,-0.6891908261657763
20260803,345.0,P,-1.1259419956281008e-06,0.2500075,23,17,0.2500075,-1.0316325058135805
20260803,347.5,P,-3.0409667979139404e-06,0.2500075,5,4,0.2500075,-0.6057073543770227
20260803,350.0,P,-7.755592315534163e-06,0.2500075,583,104,0.2500075,-180.12114144540635
20260803,352.5,P,-1.869970890240833e-05,0.2500075,88,10,0.2500075,-65.55392231778325
20260803,355.0,P,-2.59457945116631e-13,0.12500875,215,164,0.12500875,-2.2222176781112807e-06
20260803,357.5,P,-5.611803164178026e-12,0.12500875,76,52,0.12500875,-1.6990148936482106e-05
20260803,360.0,P,-9.827567598812693e-11,0.12500875,242,66,0.12500875,-0.0009474200466679403
20260803,362.5,P,-1.3993782100135973e-09,0.12500875,58,15,0.12500875,-0.00323328706440433
20260803,365.0,P,-1.6269015291636845e-08,0.12500875,77,45,0.12500875,-0.04990374710687373
20260803,367.5,P,-1.5505004448629774e-07,0.12500875,32,11,0.12500875,-0.1976528302643949
20260803,370.0,P,-1.216106075650252e-06,0.12500875,185,114,0.12500875,-8.962400571581968
20260803,372.5,P,-7.879938373190986e-06,0.12500875,30,32,0.12500875,-9.417274719251111
20260803,375.0,P,-4.233977069258802e-05,0.12500875,179,68,0.12500875,-301.9136138587652
20260803,377.5,P,-1.147561119228709e-11,0.062509375,19,50,0.062509375,-8.685815307042969e-06
20260803,380.0,P,-2.2093095492524342e-09,0.062509375,169,68,0.062509375,-0.01487388565151391
20260803,382.5,P,-2.099236268830817e-07,0.062509375,1260,819,0.062509375,-10.536904170228672
20260803,385.0,P,-9.978839297839178e-06,0.062509375,212,186,0.062509375,-84.27466865200294
20260803,387.5,P,-0.00024047162116223075,0.062509375,421,656,0.062509375,-4032.989498170921
20260803,390.0,P,-8.347380781049762e-08,0.0312596875,220,600,0.0312596875,-0.7315669379316095
20260803,392.5,P,-0.00014154146947728506,0.0312596875,25,38,0.0312596875,-140.96291526519437
20260803,395.0,P,-1.5198421755884712e-05,0.015634843750000002,471,486,0.015634843750000002,-285.16785122839957
20260803,397.5,P,-2.4827270602836174e-07,0.0039162109375,158,7,0.0039162109375,-1.562669834976713
20260803,400.0,P,-0.0,1.0000000000000003e-05,82,74,1.0000000000000003e-05,-0.0
20260803,402.5,P,-0.0,1.0000000000000003e-05,15,14,1.0000000000000003e-05,-0.0
20260803,405.0,P,-0.0,1.0000000000000003e-05,30,8,1.0000000000000003e-05,-0.0
20260803,407.5,P,-0.0,1.0000000000000003e-05,17,16,1.0000000000000003e-05,-0.0
20260803,410.0,P,-0.0,1.0000000000000003e-05,5,3,1.0000000000000003e-05,-0.0
20260803,415.0,P,-0.0,1.0000000000000003e-05,43,43,1.0000000000000003e-05,-0.0
20260803,417.5,P,-0.0,1.0000000000000003e-05,8,0,1.0000000000000003e-05,-0.0
20260803,420.0,P,-0.0,1.0000000000000003e-05,29,12,1.0000000000000003e-05,-0.0
20260803,422.5,P,-0.0,1.0000000000000003e-05,4,0,1.0000000000000003e-05,-0.0
20260803,425.0,P,-0.0,1.0000000000000003e-05,17,9,1.0000000000000003e-05,-0.0
20260803,435.0,P,-0.0,1.0000000000000003e-05,22,0,1.0000000000000003e-05,-0.0
20260803,445.0,P,-0.0,1.0000000000000003e-05,1,0,1.0000000000000003e-05,-0.0
