expiration,strike,right,bid,ask,last,volume_x,delta,gamma,theta,vega,iv,openInterest,volume_y,impliedVolatility,gex
20260807,387.5,P,12.35,13.0,11.75,4.0,-0.41821087857448896,0.00996320028052106,-0.7578225225410797,0.25945526010334774,0.5983186645134867,112,2.0,0.5040332800292968,44188.785884167
20260807,390.0,C,17.2,18.0,19.17,180.0,0.5633260482154273,0.009991834041445744,-0.8042281739675197,0.26062236131886607,0.598629585433524,2785,177.0,0.6718172467041017,1101959.4090948855
20260807,390.0,P,13.55,14.2,14.1,14.0,-0.43759058857567623,0.010024399428996763,-0.7608153230955566,0.26063622144355847,0.598629585433524,1118,5.0,0.489384989013672,443808.2310400879
20260807,392.5,C,16.05,16.55,16.8,265.0,0.538106346508561,0.01008932518178538,-0.8068000341315162,0.2616548431473653,0.5990264444263359,260,259.0,0.659305164794922,103879.69207166227
20260807,392.5,P,14.9,15.4,14.35,208.0,-0.4707969877265136,0.010178166909772085,-0.7624853320445713,0.26144264898443836,0.5990264444263359,70,202.0,0.5107470800781251,28213.87867388822
20260807,395.0,C,14.8,15.45,15.35,552.0,0.5130138271603607,0.01012480501311983,-0.8094663214530531,0.2626829536109039,0.5983288240912509,877,540.0,0.6575961975097657,351626.37826164125
20260807,395.0,P,16.1,16.75,15.6,407.0,-0.4881023085451294,0.010161587240297695,-0.7660859112741569,0.2626357652166007,0.5983288240912509,471,5.0,0.4815725671386719,189529.8605711365
20260807,397.5,C,13.75,14.35,15.32,39.0,0.49643154449779675,0.010088967427938493,-0.8121164998201209,0.2639655176883302,0.5943205385701633,235,36.0,0.6807282904052736,93887.93088439561
20260807,397.5,P,17.45,18.1,18.26,18.0,-0.5131151000625346,0.010130071880140321,-0.7686279971787684,0.2636233114769837,0.598748195209662,39,4.0,0.5031177618408205,15644.883011688711
20260807,400.0,C,12.65,13.25,13.1,297.0,0.46318283130949006,0.010056069661490004,-0.8150827077262122,0.264728218308532,0.5992401484416491,3176,244.0,0.660281717529297,1264747.8588977333
20260807,400.0,P,18.95,19.65,18.25,18.0,-0.5381022716135638,0.010097995008843045,-0.7712313416374776,0.26454685447464144,0.5992401484416491,378,9.0,0.49805189453125004,151154.86768836976
20260807,402.5,C,11.55,12.25,11.9,6.0,0.43871331859015444,0.009988958427531716,-0.7867150464764752,0.255327082501946,0.599802902625824,69,1.0,0.6853058813476562,27293.830007387656
20260807,402.5,P,20.45,21.15,,0.0,-0.56210515837294,0.010057360961486869,-0.7415119090877411,0.25523503467000097,0.5943473843738554,49,6.0,0.46155323608398446,19515.30320966912
20260807,405.0,C,10.7,11.3,11.0,224.0,0.41550789805794774,0.009834603715580629,-0.7896769890010535,0.2563091757364866,0.6004347778230511,522,218.0,0.648441015625,203293.0603255103
20260807,405.0,P,22.0,22.8,,0.0,-0.5863605183431628,0.009905086322496346,-0.74378813527726,0.2561116685147269,0.6004347778230511,510,53.0,0.4617363397216797,200043.12336913618
20260807,407.5,C,9.85,10.45,12.2,15.0,0.39144353182419606,0.009705548198192544,-0.7901630425473627,0.2573067590878555,0.6011341949151947,52,12.0,0.6785310467529297,19985.664849718087
20260807,407.5,P,23.6,24.3,,0.0,-0.615919318446459,0.009706030928690322,-0.7475986536793542,0.256667301489955,0.6011341949151947,13,2.0,0.45093322509765627,4996.664722089778
20260807,410.0,C,9.0,9.55,9.82,85.0,0.3596194593500381,0.009453976671513818,-0.7346752160529171,0.23815933863951777,0.6018996783168334,722,79.0,0.6707796594238282,270300.53781058587
20260807,410.0,P,25.3,26.05,,1.0,-0.6421697801633366,0.009505100053119987,-0.691377190339697,0.2378253169905662,0.6018996783168334,238,1.0,0.48071808349609374,89583.66698064526
20260807,412.5,C,8.25,8.8,8.98,8.0,0.3382093266696482,0.009200933505913987,-0.737595267032285,0.239045792004271,0.6027298525397032,533,2.0,0.6528355029296876,194202.26332262534
20260807,412.5,P,27.2,27.8,,0.0,-0.6636778073414018,0.009254584430084633,-0.6938600524414937,0.2385634206721292,0.6027298525397032,11,10.0,0.45337460693359377,4031.2969777448657
20260807,415.0,C,7.5,8.05,8.55,324.0,0.32179053272657904,0.008990930571033477,-0.7412139846029673,0.24005529228487266,0.6036234463680425,1350,321.0,0.6455113574218749,480655.1483274497
20260807,415.0,P,28.85,29.75,,0.0,-0.6851227871112104,0.009005338461177516,-0.6959757419190744,0.23915664894051147,0.6036234463680425,286,40.0,0.4456842541503906,101990.86127591209
20260807,417.5,C,6.85,7.35,,0.0,0.30059332965615176,0.008740473340799035,-0.7068817973160098,0.24093873574789626,0.6045792666327917,0,,,0.0
20260807,417.5,P,29.75,32.1,,0.0,-0.7022252300510385,0.008793023303367519,-0.6555997831667177,0.23955529060667757,0.6045792666327917,0,,,0.0
20260807,420.0,C,6.2,6.65,6.46,104.0,0.281313072679296,0.008444423679198483,-0.664287387830166,0.21444073443772904,0.6055978403534833,9398,92.0,0.6365392791748048,3142683.471989451
20260807,420.0,P,31.65,34.1,,0.0,-0.72153269757597,0.008495953482246606,-0.6207621585642897,0.21371657854851378,0.6055978403534833,130,30.0,0.37366348999023435,43737.16852660553
20260807,422.5,C,5.65,6.25,,0.0,0.2615631738766533,0.008114293769069332,-0.6670007504561246,0.21517862764441364,0.6071953974667117,0,,,0.0
20260807,422.5,P,33.6,36.2,,0.0,-0.729837203411882,0.008349280457277921,-0.6219866432849628,0.21475752296638007,0.5812508672148474,0,,,0.0
20260807,425.0,C,5.15,5.6,5.31,61.0,0.24382399802410915,0.007811952878847972,-0.6700212422651672,0.21596693735688266,0.607818088297987,2596,41.0,0.6439244592285156,803081.2550701777
20260807,425.0,P,35.7,38.15,,0.0,-0.7524607024452427,0.008007429396208092,-0.6210557598502717,0.21490603741661118,0.5714212424624335,14,2.0,0.39502558105468755,4439.3188572577665
20260807,427.5,C,4.65,5.1,,0.0,0.22932573835570427,0.007554361862460956,-0.5752045550948672,0.21635799035675163,0.6090151905943388,0,,,0.0
20260807,427.5,P,37.6,40.15,,0.0,-0.7733260286347996,0.007619453155506394,-0.5322760466163459,0.21238487854553512,0.5678685875045302,0,,,0.0
20260807,430.0,C,4.25,4.6,4.45,116.0,0.21084183988996638,0.0071593218319975305,-0.5774205438849203,0.18527775089080656,0.6102681042469783,3729,84.0,0.6472203247070312,1057205.600016144
20260807,430.0,P,39.75,41.9,,0.0,-0.7851301023606116,0.0073942541317307976,-0.5310740685961335,0.1843971173045631,0.6034562556285992,60,19.0,0.4068662829589844,17568.747816992378
20260807,432.5,C,3.8,4.2,,0.0,0.19557987526293746,0.006824040146324899,-0.5800944428612169,0.18592463994967634,0.6115748521434621,0,,,0.0
20260807,432.5,P,41.65,44.5,,0.0,-0.8024655037298227,0.007036916205544266,-0.5309559862402935,0.1845760112432231,0.6115748521434621,0,,,0.0
20260807,435.0,C,3.45,3.85,4.05,103.0,0.17910486730984107,0.006467687301122475,-0.5220861692550329,0.18653531269216916,0.6129331086209482,762,101.0,0.6326941027832031,195163.75784883092
20260807,435.0,P,43.95,46.8,,0.0,-0.8226619049634764,0.0065651132394481575,-0.4853085984892047,0.1837465465207373,0.5625383511740291,7,4.0,0.32471378417968744,1819.8493899750292
20260807,440.0,C,2.94,3.15,3.05,36.0,0.15280798194494277,0.005823620493764014,-0.4798653267784303,0.15371044787984944,0.6157929537685064,1187,19.0,0.6359899682617188,273740.44603347627
20260814,350.0,C,46.2,48.35,,0.0,0.8737497315748146,0.0047640254169831475,-0.29296054340918687,0.17229951991438952,0.5612962979367186,32,16.0,0.7117948742675781,6036.973008401044
20260814,350.0,P,2.89,3.3,3.04,57.0,-0.12430326418667273,0.004702636738046829,-0.2528691237521312,0.1725529407244455,0.5103483873149174,565,52.0,0.4688773815917969,105216.79437705975
20260814,355.0,C,41.6,44.1,,0.0,0.8375002665397016,0.005612845201215316,-0.35463700346569027,0.21243138357475289,0.5134446372876518,32,2.0,0.7069121105957032,7112.5974389800485
20260814,355.0,P,3.6,4.15,3.36,13.0,-0.16379455841985424,0.0056523546417444935,-0.3134566072129479,0.2125370144598202,0.5134446372876518,294,12.0,0.46497117065429694,65806.97368104609
20260814,360.0,C,37.85,40.0,39.0,4.0,0.8119312551272125,0.006298331440668332,-0.3507554312524874,0.2311388729470707,0.5118633784873994,162,3.0,0.695437615966797,40405.05585817548
20260814,360.0,P,4.55,5.25,4.95,166.0,-0.18855656064161008,0.006319505066734929,-0.3098059516031748,0.2328461803525954,0.5118633784873994,699,164.0,0.46283496154785164,174926.42804924952
20260814,362.5,C,35.5,38.05,,0.0,0.7940008260580715,0.006642347974869338,-0.4065945175154866,0.2528035503476076,0.5111601814181622,0,,,0.0
20260814,362.5,P,5.2,5.85,5.42,32.0,-0.21013752690431461,0.006624492953748142,-0.37085945798091924,0.253032028607973,0.5111601814181622,0,,,0.0
20260814,365.0,C,33.8,36.1,,0.0,0.7723334187069515,0.006933900829060053,-0.4131645443861842,0.25403098256536083,0.510513177092542,11,1.0,0.6956817541503908,3020.4072011385592
20260814,365.0,P,5.7,6.45,5.6,22.0,-0.2283554804787333,0.006960037594284588,-0.3713380044369332,0.25428732112216945,0.510513177092542,538,17.0,0.46307909973144534,148282.2089387143
20260814,367.5,C,31.9,34.3,,0.0,0.7606660300593737,0.0072498092908450315,-0.4083790532473017,0.25523960302009385,0.5374863370642375,0,,,0.0
20260814,367.5,P,6.35,7.1,6.32,3.0,-0.23998742102019058,0.0072767035297519565,-0.3665153635124909,0.2556676875290238,0.4947215875093755,0,,,0.0
20260814,370.0,C,30.1,32.25,36.0,5.0,0.7489049099905281,0.007439893803471872,-0.4220641230103723,0.28937962864123534,0.5051583939082145,89,5.0,0.6352575537109376,26221.161720956265
20260814,370.0,P,7.05,7.8,6.58,8.0,-0.2665517759341999,0.007585946640236598,-0.4212312013238453,0.2891919629034687,0.5093782223523954,400,6.0,0.45050598327636715,120161.39478134771
20260814,372.5,C,28.45,30.75,,0.0,0.7199823229602472,0.007862479035500495,-0.4579589621863285,0.2904014056664863,0.528943082968827,0,,,0.0
20260814,372.5,P,7.8,8.6,,0.0,-0.2730350766518836,0.007763004387870887,-0.4165602343794568,0.29081871511531165,0.4982324917117111,0,,,0.0
20260814,375.0,C,27.7,28.85,,3.0,0.6941327404068187,0.008102113509210378,-0.4650571571481841,0.29164341652741044,0.5084464930898465,62,3.0,0.6546055047607424,19892.309087813323
20260814,375.0,P,8.65,9.4,7.7,14.0,-0.3075746961996503,0.0081492108689872,-0.4227500345245403,0.2920230434075446,0.5084464930898465,218,11.0,0.44360907958984375,70350.50758979272
20260814,377.5,C,26.15,27.2,,0.0,0.6729295801245998,0.008345372605524426,-0.5023270765798884,0.31734002773405123,0.5080554303471639,0,,,0.0
20260814,377.5,P,9.55,10.3,,0.0,-0.3281709058845682,0.008382919114450566,-0.4597395040436627,0.31745300795230236,0.5080554303471639,0,,,0.0
20260814,380.0,C,24.5,25.4,,0.0,0.6491772466558922,0.00856113318678494,-0.5030726102662797,0.3186783307967218,0.5077138159647712,262,71.0,0.627506166381836,88823.46903953112
20260814,380.0,P,10.55,11.15,10.85,6.0,-0.3514211179756751,0.008594847065844454,-0.4604042433954092,0.31883297863361015,0.5077138159647712,400,2.0,0.4437311486816406,136142.37752297617
20260814,382.5,C,23.05,23.85,,0.0,0.6298650313625391,0.008726471412478046,-0.5042876959941509,0.3201562792079322,0.5074214990695196,0,,,0.0
20260814,382.5,P,11.35,12.2,,0.0,-0.37778345002307595,0.008842202928101357,-0.4610449083085886,0.320201299177981,0.5074214990695196,0,,,0.0
20260814,385.0,C,21.6,22.6,23.8,34.0,0.602644459995773,0.008954254687391906,-0.5243677109910436,0.33451656289252085,0.5071784771835129,273,27.0,0.6124306335449221,96802.65657445641
20260814,385.0,P,12.4,13.25,11.64,15.0,-0.3958446946403508,0.008981069001611637,-0.48179796390356344,0.33466043218587593,0.5071784771835129,222,2.0,0.4407404559326171,78954.37380696823
20260814,387.5,C,20.2,21.05,,0.0,0.5857346431108778,0.009010680393700093,-0.5259873192707722,0.3361399511817851,0.5069849306153648,0,,,0.0
20260814,387.5,P,13.5,14.35,13.4,44.0,-0.4234461995753673,0.00911026512582193,-0.4823107502856221,0.3359380556970972,0.5069849306153648,0,,,0.0
20260814,390.0,C,19.0,19.85,18.35,26.0,0.5596288244857645,0.00912620950505681,-0.526769396105589,0.3374834737702699,0.5044169678481355,700,14.0,0.6033364862060548,252978.52748017482
20260814,390.0,P,15.0,15.55,14.55,9.0,-0.44194135451444566,0.009178207110088196,-0.48367855572942453,0.33750268284277496,0.5044169678481355,267,8.0,0.4361018304443359,97043.0194163845
20260814,392.5,C,18.05,18.5,,0.0,0.5320339674108724,0.009250852710807144,-0.5274745078310481,0.3387784122321378,0.5043576517371102,0,,,0.0
20260814,392.5,P,15.9,16.85,15.8,8.0,-0.46508260323984396,0.009276649037180527,-0.4848194202217755,0.3388770404506367,0.5043576517371102,0,,,0.0
20260814,395.0,C,16.5,17.3,19.35,18.0,0.5137845504587816,0.009241233634956849,-0.5290687442268514,0.34035370925492003,0.5043516517834105,511,17.0,0.5795940478515625,187001.9073435328
20260814,395.0,P,17.2,18.1,16.1,15.0,-0.492733607396128,0.009309127347184625,-0.4855451322891504,0.34007359536920134,0.5043516517834105,1858,14.0,0.43552200225830084,684935.8009983338
20260814,397.5,C,15.35,16.2,,0.0,0.490972301310218,0.00922658628806363,-0.5302752807919262,0.3417817053922061,0.5043997322569904,0,,,0.0
20260814,397.5,P,18.55,19.45,17.8,2.0,-0.5082845836192283,0.009325223091835247,-0.48493026545205,0.34169794058650993,0.5043997322569904,0,,,0.0
20260814,400.0,C,14.6,15.05,15.51,278.0,0.46788474901097704,0.009211512051034437,-0.5315098707498223,0.34320020135933227,0.504502675052444,805,273.0,0.5683026568603515,293644.5811628758
20260814,400.0,P,19.95,21.0,,0.0,-0.531327775888489,0.009312902554730272,-0.4859974377374421,0.3429341767446594,0.504502675052444,285,28.0,0.41864595031738283,105105.41823268584
20260814,402.5,C,13.2,14.0,13.55,6.0,0.44327525132055684,0.009280971574386543,-0.5065784565542213,0.3311460795340633,0.5046612924407311,0,,,0.0
20260814,402.5,P,21.35,22.35,,0.0,-0.5429677003425339,0.009347201072962122,-0.48399444587472473,0.344593635182882,0.5004544806507558,0,,,0.0
20260814,405.0,C,12.2,13.0,14.35,29.0,0.4235796879079234,0.009058301053219225,-0.5139764563724487,0.33247111263588636,0.5048763296286204,1070,29.0,0.572391971435547,383818.33222700504
20260814,405.0,P,22.75,23.95,,0.0,-0.5765909029989564,0.009243208046740923,-0.46510600106555344,0.3321745484581484,0.4941276317723932,93,10.0,0.3991148956298829,34040.88659453747
20260814,407.5,C,11.3,12.1,13.4,5.0,0.4136602118647814,0.009068005965470596,-0.511021248324365,0.3343266074620139,0.5059122572258637,0,,,0.0
20260814,407.5,P,24.45,25.55,,0.0,-0.5978994584168102,0.009125011321809868,-0.46630098754828353,0.3333001721880109,0.5051485198481163,0,,,0.0
20260814,410.0,C,10.5,11.3,11.51,42.0,0.3836707746417636,0.008865086148439448,-0.5150473129307453,0.33533247478197126,0.5054785325990248,1716,38.0,0.567387138671875,602414.5180965948
20260814,410.0,P,26.1,27.1,27.35,2.0,-0.6099037624747892,0.009030703075463171,-0.4683326266962027,0.33472714659389524,0.5054785325990248,139,17.0,0.38556522644042956,49708.60200857948
20260814,415.0,C,8.8,9.55,8.91,46.0,0.34300943361239206,0.008503302045707947,-0.47945900571573574,0.3120319834812424,0.5063143848885925,561,31.0,0.5471847039794924,188905.95692662947
20260814,415.0,P,29.25,30.55,,0.0,-0.6600906317739356,0.008590903166686746,-0.4359328484035139,0.3108674982475925,0.5063143848885925,38,3.0,0.4083921466064453,12927.591085230217
20260814,420.0,C,7.45,8.2,7.86,122.0,0.30013503365802124,0.008038290654358715,-0.445180292436385,0.31434756753806337,0.5073878531910845,488,120.0,0.5596967858886719,155338.35923735128
20260814,420.0,P,32.7,34.75,,1.0,-0.7035266647277719,0.008133214466165259,-0.4002092564031159,0.3106096763571955,0.5073878531910845,76,10.0,0.35407140075683585,24477.722257370962
20260814,425.0,C,6.3,6.95,6.88,20.0,0.2658107885080694,0.007528171401201137,-0.4334422771837003,0.2809398400082852,0.5116226200615083,451,17.0,0.5585981640625001,134450.12995689182
20260814,425.0,P,36.55,38.2,,1.0,-0.72787516386972,0.007821387129781868,-0.38675163595473094,0.2795249045018906,0.49035366211808595,50,1.0,0.3275213732910156,15486.346516968099
20260814,430.0,C,5.25,5.9,6.5,12.0,0.23264613818534813,0.007024272706381659,-0.37339793712935787,0.28280248726491575,0.5058172510179515,573,10.0,0.5610395458984375,159386.36712596496
20260814,430.0,P,40.55,41.75,,0.0,-0.7730644805915573,0.007177962169697545,-0.3274791943078341,0.26713567382179804,0.5102614910026991,13,2.0,0.29004616210937495,3695.2149249602962
20260814,435.0,C,4.4,5.05,4.65,46.0,0.20530790167260915,0.0064993257534107975,-0.37503282076168176,0.24309611150940658,0.5120683085077411,245,35.0,0.5537764349365235,63056.45845959156
20260814,435.0,P,44.05,47.1,,0.0,-0.7991449910969989,0.006600444347435187,-0.33202065646089096,0.239502348091726,0.5120683085077411,6,3.0,0.35657381713867187,1568.2655769506002
20260814,440.0,C,3.8,4.25,3.85,50.0,0.18147953523170823,0.006011136334855851,-0.35575287924061305,0.2450410262304219,0.5141263919714336,1173,43.0,0.5580488531494141,279222.0916631222
20260821,350.0,C,47.25,49.2,50.35,23.0,0.860975572362997,0.004755814984859837,-0.27405994496874797,0.24316870238124721,0.4651574265413703,1160,7.0,0.6156654644775392,218463.11714452144
20260821,350.0,P,3.7,4.0,3.9,184.0,-0.1440045468164459,0.0048315296165954555,-0.2334019335223707,0.24843676851605512,0.4651574265413703,12043,103.0,0.4314632049560547,2304170.002437299
20260821,355.0,C,42.75,45.45,49.0,1.0,0.8306628140007156,0.005444868186731749,-0.28245317368175193,0.24544172833189037,0.46272505412495335,614,1.0,0.6623568920898439,132388.70303947045
20260821,355.0,P,4.6,4.9,4.69,54.0,-0.17462527390694155,0.00551151207005312,-0.2328414282161484,0.25075450996177207,0.46272505412495335,3297,24.0,0.4242000939941406,719589.6296806195
20260821,360.0,C,38.85,41.3,41.07,1.0,0.8010445973014182,0.006040504212632359,-0.3317252823872323,0.29247976035422596,0.46062920561603493,2309,16.0,0.5766643896484375,552321.9593879373
20260821,360.0,P,5.65,6.05,5.9,178.0,-0.2045420049334589,0.006096916143402571,-0.2746958682521372,0.2972466426255256,0.46062920561603493,11785,159.0,0.4260311303710938,2845345.407299972
20260821,362.5,C,36.95,39.5,,0.0,0.7843949450130322,0.006342741705736256,-0.32893591103662345,0.2938829733446582,0.4597057152798621,0,,,0.0
20260821,362.5,P,6.25,6.65,6.3,3.0,-0.22105584577692042,0.006388760544346139,-0.2746529685720738,0.2986783160674138,0.4597057152798621,0,,,0.0
20260821,365.0,C,35.7,37.55,39.85,1.0,0.7678736438006414,0.0066421235950395886,-0.3233818662601138,0.29529802673001626,0.4588641985327532,807,1.0,0.5896037133789063,212263.67215139914
20260821,365.0,P,6.85,7.35,6.15,19.0,-0.23788595808715515,0.006686468506416597,-0.27446512744450047,0.30045233092738943,0.4588641985327532,2381,13.0,0.41998871032714846,630451.0679456056
20260821,367.5,C,33.35,35.75,,0.0,0.7497705095723592,0.006929845236947337,-0.3609771458712956,0.3360982042089731,0.45810392622830554,43,2.0,0.6028482098388674,11800.140469473925
20260821,367.5,P,7.55,8.05,,2.0,-0.2561170828476671,0.006966951839657878,-0.3111027931283079,0.3400158575416592,0.45810392622830554,156,31.0,0.4164792239379882,43039.041684670505
20260821,370.0,C,32.55,33.9,33.14,12.0,0.7307606217263046,0.007188823033341379,-0.3701796419422081,0.33768906510366037,0.4574241881468462,4077,10.0,0.5860637097167969,1160629.7276745387
20260821,370.0,P,8.3,8.75,8.22,46.0,-0.2751491032488218,0.007218834153646925,-0.31117287806277716,0.3416224546665667,0.4574241881468462,7496,32.0,0.41605198211669914,2142850.2803031993
20260821,372.5,C,29.9,32.3,,0.0,0.7160574753620108,0.00737953143417214,-0.3660345503965239,0.33943532893154327,0.45682428216255755,43,1.0,0.5607343731689454,12565.86612610832
20260821,372.5,P,9.05,9.6,9.25,1.0,-0.2898610310642838,0.0074039567441949415,-0.3116492591844082,0.343386204104533,0.45682428216255755,165,1.0,0.4141293939208984,48377.45336656975
20260821,375.0,C,29.25,30.05,32.1,1.0,0.6963312615310024,0.007647752269778105,-0.359889657985061,0.3410119352988197,0.45630350647149526,2149,74.0,0.5816387051391602,650826.7772590247
20260821,375.0,P,9.9,10.45,10.25,52.0,-0.30962324217676,0.007664798224778326,-0.31169640006754307,0.3458315207145475,0.45630350647149526,4492,27.0,0.41620456848144527,1363438.8355778877
20260821,377.5,C,27.45,28.6,28.8,1.0,0.6754996423574378,0.00785813135403984,-0.40010808241596507,0.37259980960833516,0.4558611548636498,285,61.0,0.536259520263672,88686.87046169363
20260821,377.5,P,10.8,11.35,9.7,9.0,-0.33047193711796213,0.007867091168771082,-0.3390123374153706,0.3754520724302264,0.4558611548636498,149,9.0,0.4139768075561523,46418.984732216886
20260821,380.0,C,26.0,27.05,26.35,82.0,0.6545449878054881,0.008046819671657707,-0.39794092230893696,0.3743243583637579,0.45549651204895447,6031,31.0,0.5623823059082032,1921802.6298147982
20260821,382.5,C,24.5,25.15,25.6,2.0,0.6338967118190597,0.008230829193336653,-0.39212898643445016,0.37606322360575106,0.4552088526775495,125,2.0,0.5564619549560548,40742.60450701643
20260821,382.5,P,12.75,13.4,13.0,391.0,-0.3719775594140596,0.008225345573370001,-0.3394191717458721,0.37893603344412874,0.4552088526775495,236,351.0,0.3990233438110352,76870.78959048669
20260821,385.0,C,22.95,23.7,23.35,138.0,0.6127074681729181,0.008399453461104036,-0.4059574205573,0.39453529226283734,0.45486504923477267,5946,127.0,0.5346115875244142,1977748.751077094
20260821,385.0,P,13.95,14.55,14.55,57.0,-0.39316015922402453,0.008386034058372687,-0.3543372020948574,0.3962118149648166,0.45486504923477267,9059,33.0,0.4003355865478516,3008375.6683780076
20260821,387.5,C,21.5,22.35,22.0,19.0,0.5912423293746556,0.008492907761689646,-0.41813996312514234,0.3963413633031898,0.45470352451701485,377,16.0,0.5188646746826171,126792.31855581707
